sample_id,url,label,label_name,source,source_id,source_metadata,score,risk,prediction,prediction_name,correct,indicator_count,indicators
PG-0195,https://app-use88aception.start.page/,1,phishing,PhishTank,8066468,Facebook,0,LOW RISK,0,legitimate,False,0,
PG-0196,https://docs.google.com/presentation/d/e/2PACX-1vQ3lVFMOQ43yp6sgrzchwjFbT1_xFEnkUten3RJIs4gsq_SgcZ9RfKOSqVAcUw4TxtccQzzQk9RVtYU/pub?start=true&amp;loop=true&amp;delayms=3000&amp;slide=id.g2ef2b8a2455_0_5,1,phishing,PhishTank,8684491,Other,9,LOW RISK,1,phishing,True,1,LONG_URL
PG-0197,https://mcafee.com/,0,legitimate,Tranco,505,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0198,https://dnsowl.com/,0,legitimate,Tranco,135,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0199,https://canva.com/,0,legitimate,Tranco,240,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0200,https://usgovcloud.microsoft/,0,legitimate,Tranco,4575,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0201,https://owa-90837.web.app/,1,phishing,PhishTank,8106012,Other,5,LOW RISK,1,phishing,True,1,HOSTED_PLATFORM
PG-0202,https://lego.com/,0,legitimate,Tranco,2281,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0203,https://093748ci.weebly.com/,1,phishing,PhishTank,9281967,Other,5,LOW RISK,1,phishing,True,1,HOSTED_PLATFORM
PG-0204,https://mingky05.live/,0,legitimate,Tranco,1885,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0205,https://delivery1066n.m93227143.pro/,1,phishing,PhishTank,9508271,Other,0,LOW RISK,0,legitimate,False,0,
PG-0206,https://sambad.com/,0,legitimate,Tranco,1767,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0207,https://suivi5537r.serv4571563.pro/,1,phishing,PhishTank,9507124,Other,0,LOW RISK,0,legitimate,False,0,
PG-0208,https://docs.google.com/presentation/d/e/2PACX-1vRm9RYr61iGADYdroh5K0H3g6XZ3yt3eGMvS6ebaUoGuIPkl8bR9sTNBT2370Ymyr3pjP-WTVZI_zxs/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1,phishing,PhishTank,8661763,Other,9,LOW RISK,1,phishing,True,1,LONG_URL
PG-0209,https://sites.google.com/view/567865654678998/,1,phishing,PhishTank,9214647,Other,0,LOW RISK,0,legitimate,False,0,
PG-0210,https://www.8269sf.com,1,phishing,PhishTank,9497257,Other,0,LOW RISK,0,legitimate,False,0,
PG-0211,https://www.mymontlhmem.com/,1,phishing,PhishTank,9495162,Other,0,LOW RISK,0,legitimate,False,0,
PG-0212,http://allegro.73389690-231793.sbs/,1,phishing,PhishTank,9399684,Allegro,12,LOW RISK,1,phishing,True,1,HTTP_SCHEME
PG-0213,https://featureassets.org/,0,legitimate,Tranco,550,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0214,https://pornoborshch.com/,0,legitimate,Tranco,1735,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0215,https://dropcatch.com/,0,legitimate,Tranco,443,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0216,https://allegro-lokalnie.9209288774g.lat/,1,phishing,PhishTank,9420792,Allegro,0,LOW RISK,0,legitimate,False,0,
PG-0217,https://abmahnungshilfe.de/img/,1,phishing,PhishTank,9166288,Other,0,LOW RISK,0,legitimate,False,0,
PG-0218,https://us17.campaign-archive.com/?u=e43179d2475cc2a7dbb38b3f4&id=16b9ea52c1,1,phishing,PhishTank,9192702,Other,0,LOW RISK,0,legitimate,False,0,
PG-0219,https://capcut.com/,0,legitimate,Tranco,539,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0220,https://dondominio.com/,0,legitimate,Tranco,2130,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0221,https://allegrolokalnie.lokalne-ogloszenie-1221971.click,1,phishing,PhishTank,9456109,Allegro,7,LOW RISK,1,phishing,True,1,SUSPICIOUS_TLD
PG-0222,https://docs.google.com/presentation/d/e/2PACX-1vRJkIHvYvi1R1Hq7yozmJxVlt6NKWtDKTS6o4RGytVmSGRskVIO3cXLU5v4bfqjQHaD-xvb539CpsQx/pub?start=false&amp;loop=false&amp;delayms=3000,1,phishing,PhishTank,8683066,Other,9,LOW RISK,1,phishing,True,1,LONG_URL
PG-0223,https://samup.live/check,1,phishing,PhishTank,9463994,Other,0,LOW RISK,0,legitimate,False,0,
PG-0224,https://neon.tech/,0,legitimate,Tranco,4331,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0225,https://ecnavi.jp/,0,legitimate,Tranco,1675,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0226,https://docs.google.com/presentation/d/e/2PACX-1vQ8F4PoPvz48XV1m5srq1zia6buA4GF_ZlRk1fa2RaurPeEsa1aJ1T_2eivAvJXMWaGgDJqXoSaup0E/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1,phishing,PhishTank,8589676,Other,9,LOW RISK,1,phishing,True,1,LONG_URL
PG-0227,https://goovni.weebly.com/,1,phishing,PhishTank,9322716,Other,5,LOW RISK,1,phishing,True,1,HOSTED_PLATFORM
PG-0228,https://qrco.de/bgaxWD,1,phishing,PhishTank,9335772,Other,0,LOW RISK,0,legitimate,False,0,
PG-0229,https://app.jotform.com/251981481175564,1,phishing,PhishTank,9159031,Other,0,LOW RISK,0,legitimate,False,0,
PG-0230,https://iotbing.com/,0,legitimate,Tranco,4298,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0231,https://awsdns-41.com/,0,legitimate,Tranco,3392,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0232,https://docs.google.com/presentation/d/e/2PACX-1vQoqp4sBg3geVBBvcdugjz55aElVP1o7YQFmR4D3M35Qg_ltaE0wqdph8R9A2YeEUnaoXzpU_PPZZUg/pub?start=false&loop=false&delayms=3000,1,phishing,PhishTank,8813217,Other,9,LOW RISK,1,phishing,True,1,LONG_URL
PG-0233,https://easebar.com/,0,legitimate,Tranco,586,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0234,https://urlz.fr/vd1W,1,phishing,PhishTank,9475796,Other,0,LOW RISK,0,legitimate,False,0,
PG-0235,https://www.digitale-clee.com,1,phishing,PhishTank,9467177,Soci̩t̩ G̩n̩rale,0,LOW RISK,0,legitimate,False,0,
PG-0236,https://info405980.wixsite.com/my-site-1,1,phishing,PhishTank,9258006,Other,0,LOW RISK,0,legitimate,False,0,
PG-0237,https://cindonsi.weebly.com/,1,phishing,PhishTank,9103874,Other,5,LOW RISK,1,phishing,True,1,HOSTED_PLATFORM
PG-0238,https://stackexchange.com/,0,legitimate,Tranco,1610,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0239,https://plos.org/,0,legitimate,Tranco,1169,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0240,https://nssvc.net/,0,legitimate,Tranco,3662,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0241,https://allegrolokalnie.oferta-211874.cfd,1,phishing,PhishTank,9509303,Allegro,0,LOW RISK,0,legitimate,False,0,
PG-0242,https://minhngoc.net.vn/,0,legitimate,Tranco,1711,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0243,https://qrco.de/bfJ0MB,1,phishing,PhishTank,8709779,Other,0,LOW RISK,0,legitimate,False,0,
PG-0244,https://bradesco.segurancanetempresa.pro/inicio,1,phishing,PhishTank,9399588,Other,0,LOW RISK,0,legitimate,False,0,
PG-0245,https://wpsdns.com/,0,legitimate,Tranco,2273,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0246,https://betterstackdata.com/,0,legitimate,Tranco,4076,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0247,https://l.ead.me/bgbRos,1,phishing,PhishTank,9335943,Other,0,LOW RISK,0,legitimate,False,0,
PG-0248,https://docs.google.com/presentation/d/e/2PACX-1vT7cWcjuXAwCMHQMm7EwdHDu69dmhxehwVpaV9N442dqGWTDb0IzaEEhK6PRHhMZQZvYOgmNcyZ4oXT/pub?start=false&loop=false&delayms=3000#slide=id.p,1,phishing,PhishTank,8192374,Other,9,LOW RISK,1,phishing,True,1,LONG_URL
PG-0249,https://glpals.com/,0,legitimate,Tranco,3687,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0250,https://nnfems.com/Webmail/20/Webmail/webmail.php,1,phishing,PhishTank,8596764,Other,0,LOW RISK,0,legitimate,False,0,
PG-0251,https://q-r.to/bgbPQHcfgfcdf,1,phishing,PhishTank,9333823,Other,0,LOW RISK,0,legitimate,False,0,
PG-0252,https://ssstik.io/,0,legitimate,Tranco,1443,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0253,https://web-entwicklungsupdate.weebly.com/,1,phishing,PhishTank,9399930,Other,9,LOW RISK,1,phishing,True,2,SUSPICIOUS_KEYWORDS|HOSTED_PLATFORM
PG-0254,https://shopee.ph/,0,legitimate,Tranco,1056,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0255,https://www.dropbox.com/scl/fi/hnwyidc4dnylpuv256oug/BT.paper?dl=0&rlkey=xvm4qwahbr2ciytsnb9hykhlw,1,phishing,PhishTank,8694738,Other,0,LOW RISK,0,legitimate,False,0,
PG-0256,https://heylink.me/,0,legitimate,Tranco,2617,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0257,https://metafb-o4hcv2v.firebaseapp.com/,1,phishing,PhishTank,8014594,Other,5,LOW RISK,1,phishing,True,1,HOSTED_PLATFORM
PG-0258,https://apple-cloudkit.com/,0,legitimate,Tranco,2234,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0259,https://docs.google.com/presentation/d/e/2PACX-1vTqJOKSNQ7YCnTwuEiO1OuAUWh0dC47bhCAAOsxROSbjvG1WHdyjBGp3MbKmQ0nxp3V__1n99hD99rX/pub?start=false&amp;loop=false&amp;delayms=3000,1,phishing,PhishTank,8800553,Other,9,LOW RISK,1,phishing,True,1,LONG_URL
PG-0260,https://dafont.com/,0,legitimate,Tranco,1163,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0261,https://spo-msedge.net/,0,legitimate,Tranco,428,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0262,https://q-r.to/bfMMi2,1,phishing,PhishTank,8741076,Other,0,LOW RISK,0,legitimate,False,0,
PG-0263,https://franceinfo.fr/,0,legitimate,Tranco,1102,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0264,https://9013351951-1.github.io/8066237985/,1,phishing,PhishTank,8892164,Other,0,LOW RISK,0,legitimate,False,0,
PG-0265,https://renueva-net-acc.com/captcha,1,phishing,PhishTank,9481522,Netflix,0,LOW RISK,0,legitimate,False,0,
PG-0266,https://qrco.de/bfAZzhSCdvSpSOVsaeEW,1,phishing,PhishTank,8630208,Other,0,LOW RISK,0,legitimate,False,0,
PG-0267,https://starlink.com/,0,legitimate,Tranco,913,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0268,https://kuxmy.top/MUxdAEVE,1,phishing,PhishTank,9511625,Sumitomo Mitsui Banking Corporation,7,LOW RISK,1,phishing,True,1,SUSPICIOUS_TLD
PG-0269,https://e-msedge.net/,0,legitimate,Tranco,2529,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0270,https://ledgestartedapps.wixstudio.com/us-en,1,phishing,PhishTank,9425647,Other,5,LOW RISK,1,phishing,True,1,HOSTED_PLATFORM
PG-0271,https://acccountgmx1.weebly.com/,1,phishing,PhishTank,9030430,Other,5,LOW RISK,1,phishing,True,1,HOSTED_PLATFORM
PG-0272,https://byteglb.com/,0,legitimate,Tranco,460,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0273,https://important-behavior-363054.framer.app/,1,phishing,PhishTank,9434090,Other,5,LOW RISK,1,phishing,True,1,HOSTED_PLATFORM
PG-0274,https://shutterstock.com/,0,legitimate,Tranco,1807,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0275,https://indexfroms.weebly.com/,1,phishing,PhishTank,9467983,Other,5,LOW RISK,1,phishing,True,1,HOSTED_PLATFORM
PG-0276,https://dioragames.firebaseapp.com/,1,phishing,PhishTank,8325362,Other,5,LOW RISK,1,phishing,True,1,HOSTED_PLATFORM
PG-0277,https://new.express.adobe.com/webpage/qVeY5AaUPpcwg,1,phishing,PhishTank,8482233,Other,0,LOW RISK,0,legitimate,False,0,
PG-0278,https://bestbuy.com/,0,legitimate,Tranco,753,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0279,https://fwgwz4.webwave.dev/,1,phishing,PhishTank,8259217,Other,0,LOW RISK,0,legitimate,False,0,
PG-0280,https://tplinknbu.com/,0,legitimate,Tranco,983,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0281,https://bafkreic2hzj6fyiflbjbbwndqq4wtb5rajijopy33do6bect3fko3o7st4.ipfs.dweb.link/,1,phishing,PhishTank,8431005,Other,0,LOW RISK,0,legitimate,False,0,
PG-0282,https://tiktok-row.net/,0,legitimate,Tranco,4134,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0283,https://hotjar.com/,0,legitimate,Tranco,593,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0284,https://q-r.to/bgcZeO,1,phishing,PhishTank,9345833,Other,0,LOW RISK,0,legitimate,False,0,
PG-0285,https://sites.google.com/view/roste/accueil,1,phishing,PhishTank,8610868,Other,0,LOW RISK,0,legitimate,False,0,
PG-0286,https://www.gov.pl/,0,legitimate,Tranco,3867,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0287,https://qrco.de/bgbu2E,1,phishing,PhishTank,9344461,Other,0,LOW RISK,0,legitimate,False,0,
PG-0288,https://alamy.com/,0,legitimate,Tranco,4254,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0289,https://us.com/,0,legitimate,Tranco,1127,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0290,https://apps-chnagelly.wixstudio.com/en-us,1,phishing,PhishTank,9447105,Other,5,LOW RISK,1,phishing,True,1,HOSTED_PLATFORM
PG-0291,https://ur0.jp/jmMMc,1,phishing,PhishTank,8703561,Other,0,LOW RISK,0,legitimate,False,0,
PG-0292,https://elmundo.es/,0,legitimate,Tranco,996,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0293,https://metafb-2jle6gn.firebaseapp.com/,1,phishing,PhishTank,8013564,Other,5,LOW RISK,1,phishing,True,1,HOSTED_PLATFORM
PG-0294,https://t.me/,0,legitimate,Tranco,104,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0295,https://mediago.io/,0,legitimate,Tranco,2304,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0296,https://sites.google.com/view/midineroapp11/,1,phishing,PhishTank,8226843,Other,0,LOW RISK,0,legitimate,False,0,
PG-0297,https://awsdns-26.com/,0,legitimate,Tranco,3344,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0298,https://kuiecunlogie.webflow.io/,1,phishing,PhishTank,9410246,Other,0,LOW RISK,0,legitimate,False,0,
PG-0299,https://kinoafisha.info/,0,legitimate,Tranco,4713,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0300,https://midasplayer.cloud/,0,legitimate,Tranco,4242,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0301,https://docs.google.com/presentation/d/e/2PACX-1vRUPPcsbyrrM1kD_PAsp2fGlrbuLmR0cxWAN40WhartSDrXiNxZXgLrk0TJbdGz8FAtd_OODqAsJZN7/pub?start=false&amp;loop=false&amp;delayms=3000,1,phishing,PhishTank,8535069,Other,9,LOW RISK,1,phishing,True,1,LONG_URL
PG-0302,https://pinterest.com/,0,legitimate,Tranco,57,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0303,https://usercontent.goog/,0,legitimate,Tranco,891,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0304,https://new.express.adobe.com/webpage/aeoyhX9d5UlWA,1,phishing,PhishTank,8358592,Other,0,LOW RISK,0,legitimate,False,0,
PG-0305,https://docs.google.com/presentation/d/e/2PACX-1vQdZD6A6pdUzIkoR0GhDCOJ2lhhI8x07n9lO4KNAYQNdpnAZ_rhE_ZYKHD4xuK8cgKdtmnbVcLwxUS9/pub?start=false&amp;loop=false&amp;delayms=3000,1,phishing,PhishTank,8561414,Other,9,LOW RISK,1,phishing,True,1,LONG_URL
PG-0306,https://sicredi.com.br/,0,legitimate,Tranco,4582,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0307,https://bradesco.netpjreapro.info/,1,phishing,PhishTank,9469322,Other,0,LOW RISK,0,legitimate,False,0,
PG-0308,https://bit.ly/4lUfMd7,1,phishing,PhishTank,9156164,Other,12,LOW RISK,1,phishing,True,1,URL_SHORTENER
PG-0309,https://storage.googleapis.com/arsenalpart/chahirt/chahirt/charitttt/chattallerchatt/RAMADAAAAAA.html#redirect.html?3844840Ug17205159YH330679884hD9739Jh24RZr244984dm,1,phishing,PhishTank,9360175,Internal Revenue Service,9,LOW RISK,1,phishing,True,1,LONG_URL
PG-0310,https://indd.adobe.com/view/ddb8dfc8-75e0-4743-b38f-a51f5d047ea4,1,phishing,PhishTank,8432734,Other,0,LOW RISK,0,legitimate,False,0,
PG-0311,https://arizona.edu/,0,legitimate,Tranco,2602,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0312,https://namecheaphosting.com/,0,legitimate,Tranco,1149,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0313,https://kroger.com/,0,legitimate,Tranco,3697,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0314,https://xsolla.com/,0,legitimate,Tranco,3533,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0315,https://tesla.com/,0,legitimate,Tranco,1043,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0316,https://auth0edge.com/,0,legitimate,Tranco,2651,top-ranked domain,18,LOW RISK,1,phishing,False,2,SUSPICIOUS_KEYWORDS|DIGIT_SUBSTITUTION
PG-0317,https://smithsonianmag.com/,0,legitimate,Tranco,2689,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0318,https://cio467681299.firebaseapp.com/,1,phishing,PhishTank,8476724,Other,5,LOW RISK,1,phishing,True,1,HOSTED_PLATFORM
PG-0319,https://docs.google.com/drawings/d/1IIPM4Lxizn2vWDpnQX3t_-TCmS__o0ukYGja4536KMI/edit,1,phishing,PhishTank,9495016,Other,0,LOW RISK,0,legitimate,False,0,
PG-0320,https://iastate.edu/,0,legitimate,Tranco,3589,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0321,https://vietnam.vn/,0,legitimate,Tranco,1299,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0322,https://iionads.com/,0,legitimate,Tranco,3090,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0323,https://tinyurl.com/59ashnns,1,phishing,PhishTank,9334588,Other,12,LOW RISK,1,phishing,True,1,URL_SHORTENER
PG-0324,https://akadns.net/,0,legitimate,Tranco,27,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0325,https://supertms.com/,0,legitimate,Tranco,543,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0326,https://dgdgdfkjgdfhgrudgkjdfhgrdgfd-8840.twil.io/dfgdjfgjrdf.html,1,phishing,PhishTank,9369796,Other,0,LOW RISK,0,legitimate,False,0,
PG-0327,http://allegro.102988g8g8g.pl/lokalnie/?id=5x1b6F1w5U8Q6q3w8V6o2B9f7K2a2B4R,1,phishing,PhishTank,9483936,Allegro,12,LOW RISK,1,phishing,True,1,HTTP_SCHEME
PG-0328,https://charter.net/,0,legitimate,Tranco,1329,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0329,https://3242329-gwdg.weebly.com/,1,phishing,PhishTank,9107680,Other,5,LOW RISK,1,phishing,True,1,HOSTED_PLATFORM
PG-0330,https://markjon22.wixsite.com/my-site-1,1,phishing,PhishTank,9210364,Other,0,LOW RISK,0,legitimate,False,0,
PG-0331,https://tagesspiegel.de/,0,legitimate,Tranco,3345,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0332,https://businesswire.com/,0,legitimate,Tranco,1348,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0333,https://futbol-libres.su/,0,legitimate,Tranco,1780,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0334,https://a5cf1319-def2-4f7e-b4c3-1cb20dd2fcbc-00-12wmrj2ikpftl.kirk.replit.dev:8000/,1,phishing,PhishTank,9417894,Other,16,LOW RISK,1,phishing,True,2,MANY_HYPHENS|NONSTANDARD_PORT
PG-0335,https://hitierlallement.grv9710620.pro/,1,phishing,PhishTank,9429770,Other,0,LOW RISK,0,legitimate,False,0,
PG-0336,https://docs.google.com/drawings/d/1A9Qu-f8FFmRY69RZ8OFP2Qd3x9J7TB70poa7LFplk4w/edit,1,phishing,PhishTank,9416872,Other,0,LOW RISK,0,legitimate,False,0,
PG-0337,https://google.com.py/,0,legitimate,Tranco,4549,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0338,https://allegrolokalnie.pl-585439.sbs,1,phishing,PhishTank,9491573,Allegro,0,LOW RISK,0,legitimate,False,0,
PG-0339,https://orf.at/,0,legitimate,Tranco,3442,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0340,https://jsnectrese.web.app/,1,phishing,PhishTank,8598387,Other,5,LOW RISK,1,phishing,True,1,HOSTED_PLATFORM
PG-0341,https://bit.ly/4fZL1BA,1,phishing,PhishTank,8730522,Other,12,LOW RISK,1,phishing,True,1,URL_SHORTENER
PG-0342,https://docs.google.com/presentation/d/e/2PACX-1vRycUQWQClaCHxvi1LI1G-avvum2q27zMJWvMx-i5y0fKk5lWxQurfIHyMvc-DMGKqFZDGIrXj3s8NZ/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1,phishing,PhishTank,8960949,Other,9,LOW RISK,1,phishing,True,1,LONG_URL
PG-0343,https://metalsb.com.br/app/,1,phishing,PhishTank,9516998,Other,0,LOW RISK,0,legitimate,False,0,
PG-0344,https://chip.de/,0,legitimate,Tranco,2896,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0345,http://eraxil-plink-7i36fg-pthn-jravik.pages.dev/,1,phishing,PhishTank,9479355,Other,20,LOW RISK,1,phishing,True,2,HTTP_SCHEME|MANY_HYPHENS
PG-0346,https://index.hr/,0,legitimate,Tranco,1430,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0347,https://vl16ko.info/7oBbyg,1,phishing,PhishTank,9520704,Other,0,LOW RISK,0,legitimate,False,0,
PG-0348,https://mps.gov.cn/,0,legitimate,Tranco,1107,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0349,https://tw1.ru/,0,legitimate,Tranco,3998,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0350,https://starmakerstudios.com/,0,legitimate,Tranco,2994,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0351,https://webcontentassessor.com/,0,legitimate,Tranco,3195,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0352,https://ykm.de/05f65c75340044aa,1,phishing,PhishTank,8972117,Internal Revenue Service,0,LOW RISK,0,legitimate,False,0,
PG-0353,https://q-r.to/bfMrDS,1,phishing,PhishTank,8745278,Other,0,LOW RISK,0,legitimate,False,0,
PG-0354,https://canvas-user-content.com/,0,legitimate,Tranco,2418,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0355,http://allegro.ofeta-62941432.shop,1,phishing,PhishTank,9467646,Allegro,12,LOW RISK,1,phishing,True,1,HTTP_SCHEME
PG-0356,http://www.gov-parkingqe.top/com/,1,phishing,PhishTank,9437382,Other,19,LOW RISK,1,phishing,True,2,HTTP_SCHEME|SUSPICIOUS_TLD
PG-0357,https://bradesco.atualizandocomseguranca.digital/,1,phishing,PhishTank,9490403,Other,0,LOW RISK,0,legitimate,False,0,
PG-0358,https://imdb.com/,0,legitimate,Tranco,258,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0359,https://addtoany.com/,0,legitimate,Tranco,489,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0360,https://agoda.com/,0,legitimate,Tranco,859,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0361,https://amazon.nl/,0,legitimate,Tranco,3597,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0362,https://rostelecom.ru/,0,legitimate,Tranco,3227,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0363,https://rf-pending-medicare-hotdoc.com/pages/captcha.php,1,phishing,PhishTank,9445435,Other,8,LOW RISK,1,phishing,True,1,MANY_HYPHENS
PG-0364,https://zixombra1.weebly.com/,1,phishing,PhishTank,9006308,Other,5,LOW RISK,1,phishing,True,1,HOSTED_PLATFORM
PG-0365,https://bradesco.suporteredejuridico.pro/,1,phishing,PhishTank,9452533,Other,0,LOW RISK,0,legitimate,False,0,
PG-0366,http://allegro.oferta-83902741.cfd,1,phishing,PhishTank,9358511,Allegro,12,LOW RISK,1,phishing,True,1,HTTP_SCHEME
PG-0367,https://l.ead.me/bganUg,1,phishing,PhishTank,9328282,Other,0,LOW RISK,0,legitimate,False,0,
PG-0368,https://lenjeu.firebaseapp.com/,1,phishing,PhishTank,9365051,Other,5,LOW RISK,1,phishing,True,1,HOSTED_PLATFORM
PG-0369,https://ptt.cc/,0,legitimate,Tranco,1508,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0370,https://www.google.com/url?q=https://pub-9e06cf401c8a495490150ee84add9bc3.r2.dev/https-id.ionos.com-identifier.htm#d2EtMDFAbmVhdGVjaC5jb20,1,phishing,PhishTank,8809310,Other,9,LOW RISK,1,phishing,True,1,LONG_URL
PG-0371,https://redcross.org/,0,legitimate,Tranco,3899,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0372,https://google.com.au/,0,legitimate,Tranco,2201,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0373,https://docs.google.com/presentation/d/e/2PACX-1vSDHtZtj7UZVSXt-vJkH_BCyUJ7EOAcZl4_lQYTBIMmniNKO0Wghz57zKMrx5ze3HbTCdO4NeXwEMdq/pub?start=false&amp;loop=false&amp;delayms=3000,1,phishing,PhishTank,8513419,Other,9,LOW RISK,1,phishing,True,1,LONG_URL
PG-0374,https://aps.org/,0,legitimate,Tranco,4891,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0375,https://l.ead.me/bgbZwl,1,phishing,PhishTank,9335909,Other,0,LOW RISK,0,legitimate,False,0,
PG-0376,https://ipfs.best-practice.se/ipfs/bafybeiboyaek3ag2kvurcl4gy4cntezlavvnoe6rkrg7oj72jtyn3zrlru,1,phishing,PhishTank,8131427,Other,0,LOW RISK,0,legitimate,False,0,
PG-0377,https://tr.ee/16L6nK,1,phishing,PhishTank,9499085,Other,0,LOW RISK,0,legitimate,False,0,
PG-0378,http://pub-f46924b64d9641f6a0cbcfdc1cd89d24.r2.dev/oautth.html,1,phishing,PhishTank,8514974,Other,26,LOW RISK,1,phishing,True,2,HTTP_SCHEME|DIGIT_SUBSTITUTION
PG-0379,https://wikidot.com/,0,legitimate,Tranco,3639,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
